1415365394,135153
1456513297,5097
2961069225,25985
1211086744,382933
2028754588,8
4190274693,6092
1468835639,73754
1758527252,36
593506325,16938
3225113429,380
772150403,20570
1481046960,33824
609563064,47698
1282946674,2419
3253787687,8242
3403491221,1488
3973249881,30
3794773013,272
2165162736,10411
2581729138,14269
1565918959,15
2080070543,5
3708205369,2711
1340485044,1778
3223864901,1122
3659450231,329
2675825695,282
3636766115,1300
4147965432,4352
3949267189,13
2034279300,2891
2045330943,442
3886230594,280
3294152036,6561
2838040295,12284
567847085,1
2333938587,657
2879571190,1214
179981348,637
7504750,7
3495469175,2
1808280239,193
388151129,1507
3920514799,86
3557001924,728
4155256901,4
409771186,388
83047622,640
4161053739,227
109956736,258
3644537995,1809
2315261139,165
2751502351,2147
3088818207,7366
3009391693,2036
2691698881,3764
2136133995,116
3214821119,5517
2214021470,131
664888303,84
926332730,49
3352572189,296
2713537323,1
94053738,3919
2844203343,20
3663701302,335
1799521565,3099
577582001,1359
2256289900,9305
2815410606,86
2682963811,3440
461808803,3220
1565493107,100
2435614444,1047
3755866861,408
995002383,1646
278227451,2151
1351464179,544
2641046530,2
2737679092,34
4078236449,28
3453174431,12
647211128,6
2915823453,5
3158367881,32
3887054736,18
3409675229,155
3695539078,1
1519724814,1
797926059,1973
1869689485,16
1978623453,1
1103004575,93
912340996,753
2374210767,132
2341614977,2
1429714759,1052
829390940,1153
1012540624,2
572735889,1660
3522815863,15
1755120683,3
3986523421,200
3414811318,1
4012222541,53
431468152,220
580110486,1608
3238904972,154
3249885305,312
3467922517,655
2105877182,177
3454613023,988
467271879,84
1540223142,118
2449102676,11
1750979240,15
2409199140,49
802185930,26
342848054,8
1611400837,490
3509544604,2
748744395,480
1903037638,11
1616268181,216
3202103035,31
3374984872,3
3279132749,7
599636364,10
772621425,865
1705850028,659
1559140539,229
4105139835,1
1823293301,814
2847659850,1356
658161957,182
3983504733,145
2176885250,1236
3955647578,15
1798113916,19
2449645440,121
4129671999,128
1939638648,4576
3509175127,5
1655154187,893
2383999717,363
3007778298,50
1455516038,3
2297680559,4
1295855475,71
3052127407,2
174167178,1370
1058946112,437
1256365201,391
893182703,57
3567761213,968
238701403,4
2666962902,73
1886806065,31
2619384042,220
2350848868,31
2814801281,2597
88352326,239
616346384,339
3629966460,63
3042947909,3
201631891,46
3527162335,3
3009607055,143
2284596317,115
2136912842,99
2800681647,1001
110826697,520
2272646376,204
1259834459,346
2811749742,3
2692523235,87
1778257593,268
3676151380,116
969224140,446
2715941646,543
1296116071,3
68552535,93
3120282893,398
1948780217,538
338157000,342
113320037,219
3115731132,728
80350193,273
3364816658,90
3144001907,1
1975869587,1
1033290116,8
3919327762,2
732435513,1
90361328,126
2682340460,29
961367247,488
2931823077,125
1269185439,3
4294057623,202
2573721898,775
615264270,48
2686864887,51
2771540309,1
3515584218,1
1037850234,79
3199903699,1
2693978632,39
2223829294,2
1690853914,1
2972733967,33
511407295,11
3914163221,3
1998870253,500
3490797635,514
362883342,25
3347614427,24
1480272136,191
4199215183,3
1582797099,15
3239988847,124
2544312369,1
3622962669,149
3339759736,230
3854515977,35
2905395359,575
2602823759,2365
1447188678,323
35946314,2
1239411407,20
3318408753,3
3271157194,4
2752496033,1
398340956,157
3014198575,4
3694780411,237
575232967,59
445650503,43
1083483107,1009
3870595672,308
2544120355,885
2135299827,1
1059943459,354
421204675,72
3408233006,1
238416311,23
2940195243,385
392738357,149
3244161209,115
1706019444,113
2438138638,835
4113220554,259
3216808051,1
3793916327,9
721403904,71
116802700,589
4100710685,1
825420502,29
442325054,339
3437662985,16
1119870109,812
2705081541,21
1438435619,4
3645796576,4
630651645,1
469238786,61
3309090718,1
3847632727,1
4218671380,270
2589338179,6
3997269963,47
117141937,8
2205666592,1
3874746402,16
2977261648,6
1141140126,3
1061346501,18
1985738814,509
2601313872,185
2317181509,12
2366158521,25
2246433127,41
685720135,27
4251296913,1
2162244938,1
1538070423,77
2542889490,7
3477048049,9
2505864072,388
2919746633,282
187775703,1
2287378867,143
3054902404,39
2485339994,1
2883837893,9
4079888313,268
2885543224,21
515314534,99
4080510687,2
1509784260,51
49156450,3
825694878,9
3847068092,45
2193346996,2
1311789583,140
3859064609,49
2563624977,577
1542571165,3
3570751371,5
894281540,192
1417551790,78
1590243774,6
2025114479,22
2603598789,143
203012676,13
2320347717,88
4277747310,1
557007653,20
3001908091,136
2750503411,126
4141965675,8
916263756,196
3410573664,7
252014544,45
3322051162,329
2765861391,1
3124666339,3
4177905060,244
1850369410,77
3378628968,713
2389817587,102
1330150031,629
601370250,147
227398987,1
1058723579,40
2275696752,98
2081845250,186
1826500698,74
1049719715,157
2902133067,2
3825120714,91
4197290925,403
2220837265,1
2270249227,21
3280931397,80
173744853,355
2417160542,4
1824873449,394
2711790331,18
2357738394,3
1267652278,2
1034565575,1
4158192705,3
58444341,24
471313956,272
2004364236,5
1714213592,62
2694776742,1
797110269,121
214948461,9
1369923514,26
3194635693,205
4174809235,126
662022165,249
751933140,32
784558149,295
2578347189,67
189613271,669
1077818532,12
2407351130,140
940439145,96
705523632,1
2512215230,17
